	chart	title	artist	weeks	rank	query_week	lyrics
127	pop-songs	Dangerous Woman	Ariana Grande	20.0	10.0	2016-07-30	"Don't need permission
Made my decision to test my limits
Cause it's my business, God as my witness
Start what I finished
Don't need no hold up
Taking control of this kind of moment
I'm locked and loaded
Completely focused, my mind is open

All that you got, skin to skin, oh my God
Don't ya stop, boy

Somethin' 'bout you makes me feel like a dangerous woman
Somethin' 'bout, somethin' 'bout, somethin' 'bout you
Makes me wanna do things that I shouldn't
Somethin' 'bout, somethin' 'bout, somethin' 'bout

Nothing to prove and I'm bulletproof and
Know what I'm doing
The way we're movin' like introducing
Us to a new thing
I wanna savor, save it for later
...


(1409614428508)"
128	pop-songs	Like I Would	Zayn	8.0	39.0	2016-07-30	"Hey what's up, it's been a while
Talking 'bout it's not my style
Thought I'd see what's up, while I'm lighting up
It's cold-hearted, cold-hearted
Know it's late but I'm so wired
Saw your face and got inspired
Guess you let it go, now you're good to go
It's cold-hearted, cold-hearted

Oh, oh
It's probably gonna sound wrong
Promise it won't last long
Oh, oh
If we can never go back
Thought you'd like to know that

He, won't touch you like I do
He, won't love you like I would
He don't know your body
He don't do you right
He won't love you like I would
Love you like I would

...


(1409614428508)"
129	pop-songs	Work From Home	Fifth Harmony Featuring Ty Dolla $ign	21.0	11.0	2016-07-23	"I ain't worried 'bout nothin'
I ain't wearin' na-nada
I'm sittin' pretty, impatient, but I know you gotta
Put in them hours, I'mma make it hotter
I'm sending pic after picture, I'mma get you fired

I know you're always on the night shift
But I can't stand these nights alone
And I don't need no explanation
Cause baby, you're the boss at home

You don't gotta go to work, work, work, work
Work, work, work
But you gotta put in work, work, work, work
Work, work, work
You don't gotta go to work, work, work, work
Work, work, work
Let my body do the work, work, work, work
Work, work, work
We can work from home, oh, oh, oh-oh
We can work from home, oh, oh, oh-oh

Let's put it into motion
I'mma give you a promotion
...


(1409614428508)"
130	pop-songs	Let It Go	James Bay	21.0	12.0	2016-07-23	"From walking home and talking loads
To seeing shows in evening clothes with you
From nervous touch and getting drunk
To staying up and waking up with you

Now we're slipping near the edge
Holding something we don't need
All this delusion in our heads
Is gonna bring us to our knees

So come on, let it go
Just let it be
Why don't you be you
And I'll be me?

Everything that's broke
Leave it to the breeze
Why don't you be you
And I'll be me?

And I'll be me

...


(1409614428508)"
131	pop-songs	Lost Boy	Ruth B	20.0	23.0	2016-07-23	"There was a time when I was alone
No where to go and no place to call home
My only friend was the man in the moon
And even sometimes he would go away too
Then one night, as I closed my eyes
I saw a shadow flying high
He came to me with the sweetest smile
Told me he wanted to talk for a while
He said Peter Pan that's what they call me
I promise that you'll never be lonely
And ever since that day

I am a Lost Boy from Neverland
Usually hanging out with Peter Pan
And when we're bored we play in the Woods
Always on the run from Captain Hook

Run run Lost Boy, they say to me
Away from all of reality
Neverland is home to lost boys like me
And lost boys like me are free
Neverland is home to lost boys like me
...


(1409614428508)"
132	pop-songs	Sorry	Beyonce	6.0	38.0	2016-07-23	"(Sorry) I ain't sorry
(Sorry) I ain't sorry
I ain't sorry, nigga, nah
(Sorry) I ain't sorry
(Sorry) I ain't sorry
I ain't sorry

He trying to roll me up (I ain't sorry)
I ain't picking up (I ain't sorry)
Headed to the club (I ain't sorry)
I ain't thinking 'bout you (I ain't sorry)

Me and my ladies sip my D'USSÉ cup
I don't give a fuck, chucking my deuces up
Suck on my balls, pause, I had enough
I ain't thinking 'bout you
I ain't thinking 'bout ('bout)

Middle fingers up, put them hands high
Wave it in his face, tell him, boy, bye
Tell him, boy, bye... boy bye...
Middle fingers up
I ain't thinking 'bout you (sorry)

I ain't sorry (sorry)(you)
I ain't sorry (you)
...


(1409614428508)"
133	pop-songs	Kill Em With Kindness	Selena Gomez	11.0	40.0	2016-07-23	"The world can be a nasty place
You know it, I know it (yeah)...
We don't have to fight for grace
Put down the weapons you're fighting

And kill em with kindness...
Kill em with kindness...
Kill em... kill em...
Kill em with kindness...
Kill em with kindness...
Kill em with kindness...
Go ahead, go ahead, go ahead now...

We're running out of time, chasing our lies
Every day a small piece of you dies
Always somebody you're willing to fight
...


(1409614428508)"
134	pop-songs	No Broken Hearts	Bebe Rexha Featuring Nicki Minaj	11.0	32.0	2016-07-16	"Oh baby, oh baby
(This is a star-studded collaboration)
(I know that you've been hurting)
I'm Nicki Minaj!!!
(Oh baby, oh baby)
That's Bebe, let's go!
(I know that you've been hurting)

No broken hearts in the club
No tears in the club
'Cause we gon' get it poppin' tonight
No broken hearts in the club
More drinks, pour it up
'Cause we gon' get it poppin' tonight
We goin' straight to Miami
Hop on a plane going no plans
Shinin' so hard like a Grammy

Forget all the players, what they did?
We gon' be buying the drinks
We gon' be buying the drinks
Line up the bottles, line up the models
We gon' forget everything!

Oh, ain't nobody going hoooome!
You, you know what you came for
To dance off the pain, don't feel a thing
You just feel the champagne
If you're feeling lonely
Baby let me hear you say

No broken hearts in the club
No tears in the club
'Cause we gon' get it poppin' tonight
...


(1409614428508)"
135	pop-songs	Panda	Desiigner	11.0	34.0	2016-07-16	"This what they all been waitin' for
I guess so
They been waitin' for this shit for a long time didn't they
I'ma give it everythin' I got
Ayo Dougie park that X6 around the corner
Ayy I'm just feelin' my vibe right now
I'm feelin' myself

Panda, Panda
Panda, Panda, Panda, Panda, Panda

I got broads in Atlanta
Twistin' dope, lean, and the Fanta
Credit cards and the scammers
Hittin' off licks in the bando
Black X6, Phantom
White X6 looks like a panda
Goin' out like I'm Montana
Hundred killers, hundred hammers
Black X6, Phantom
White X6, panda
Pockets swole, Danny
Sellin' bar, candy
Man I'm the macho like Randy
The choppa go Oscar for Grammy
Bitch nigga pull up ya panty
Hope you killas understand me

I got broads in Atlanta
Twistin' dope, lean, and the Fanta
Credit cards and the scammers
Hittin' off licks in the bando
Black X6, Phantom
White X6 looks like a panda
Goin' out like I'm Montana
Hundred killers, hundred hammers
Black X6, Phantom
White X6, panda
Pockets swole, Danny
Sellin' bar, candy
Man I'm the macho like Randy
...


(1409614428508)"
136	pop-songs	Pillowtalk	Zayn	22.0	15.0	2016-07-09	"Climb on board
We'll go slow and high tempo
Light and dark
Hold me hard and mellow

I'm seeing the pain, seeing the pleasure
Nobody but you, 'body but me
'Body but us, bodies together
I love to hold you close, tonight and always
I love to wake up next to you
I love to hold you close, tonight and always
I love to wake up next to you

So we'll piss off the neighbours
In the place that feels the tears
The place to lose your fears
Yeah, reckless behavior
A place that is so pure, so dirty and raw
In the bed all day, bed all day, bed all day
...


(1409614428508)"
137	pop-songs	You Don't Own Me	Grace Featuring G-Eazy	14.0	28.0	2016-07-09	"You don't own me
You don't own me

Well, let's go
What up, I'm Gerald and I can always have just what I want
She's that baddest I would love to flaunt
Take her shopping, you know Yves Saint Laurent
But nope, she ain't with it though
All because she got her own dough
Boss bossed if you don't know
She could never ever be a broke hoe

You don't own me
I'm not just one of your many toys
You don't own me
Don't say I can't go with other boys

Don't tell me what to do
And don't tell me what to say
Please, when I go out with you
Don't put me on display

...


(1409614428508)"
138	pop-songs	Never Forget You	Zara Larsson & MNEK	20.0	19.0	2016-07-02	"I used to be so happy
But without you here I feel so low
I watched you as you left but I can never seem to let you go
'Cause once upon a time you were my everything
It's clear to see that time hasn't changed a thing
It's buried deep inside me but I feel there's something you should know

I will never forget you
You'll always be by my side
From the day that I met you
I knew that I would love you 'til the day I die
And I will never want much more
And in my heart I will always be sure
I will never forget you
And you will always be by my side 'til the day I die

'Til the day I die
('til the day I die)

'Til the day I die
('til the day I die)

Funny how we both end up here but everything seems alright
I wonder what will happen
If we went back and put up a fight
'Cause once upon a time you were my everything
...


(1409614428508)"
139	pop-songs	7 Years	Lukas Graham	20.0	14.0	2016-06-25	"Once I was seven years old, my mama told me
Go make yourself some friends or you'll be lonely.
Once I was seven years old.

It was a big big world, but we thought we were bigger.
Pushing each other to the limits, we were learning quicker.
By eleven smoking herb and drinking burning liquor
Never rich so we were out to make that steady figure

Once I was eleven years old, my daddy told me
Go get yourself a wife or you'll be lonely.
Once I was eleven years old.

I always had that dream like my daddy before me
So I started writing songs, I started writing stories
Something about the glory, just always seemed to bore me
Cause only those I really love will ever really know me

Once I was twenty years old, my story got told
Before the morning sun, when life was lonely.
...


(1409614428508)"
140	pop-songs	Wild Things	Alessia Cara	20.0	20.0	2016-06-25	"Find table spaces
Say your social graces
Bow your head, they're pious here
But you and I, we're pioneers
We make our own rules
Our own room, no bias here
Let 'em sell what they are sellin'
There are no buyers here
So gather all the rebels now
We'll rebel rouse and sing aloud
We don't care what they say no way, no way
And we will leave the empty chairs
To those who say we can't sit there
We're fine all by ourselves

So aye, we brought our drum and this is how we dance
No mistakin', we make our breaks, if you don't like our 808s
Then leave us alone, cause we don't need your policies
We have no apologies for being...

Find me where the wild things are
...


(1409614428508)"
141	pop-songs	Messin' Around	Pitbull Featuring Enrique Iglesias	10.0	36.0	2016-06-25	"She's got me like na na na na na
Na na na na na na na na
Mr. Worldwide
She's got that look in her eyes
Enrique Iglesias
Like she wants to mess around
Enrique, talk to 'em

I heard it from a friend who heard it from a friend
Who heard it from another
You been messin' around
I'm hoping that your friend, too, told you about me, too
Cause I'ma tell you straight up, I been messin' around
I been messin' around (I been, I been)
I been messin' around (I been, I been)
I been messin' around (I been, I been)
Yeah, I been messin' around

The way you lick your lips, yeah, I like that
When you act like a bad girl, I like that
That little sexy look you got, mmm, I like that
The way you whisper in my ear how you want it when you want it, girl, I like that
Let's go, baby, let's ride
Let's not talk about it, let's do it
How you want it, English or Spanish?
Both of them, I'm fluent
We can get freaky in the morning or in the afternoon
We can go all night long, baby, it's all up to you
...


(1409614428508)"
142	pop-songs	Middle	DJ Snake Featuring Bipolar Sunshine	20.0	32.0	2016-06-18	"Staring at two different views on your window ledge
Coffee is going cold, it's like time froze
There you go wishing floating down our wishing well
It's like I'm always causing problems, causing hell
I didn't mean to put you through this, I can tell
We're gonna sweep this under the carpet

I hope that I can turn back the time
To make it all alright, all alright for us
I'll promise to build a new world for us two
With you in the middle

(with you in the middle)
...


(1409614428508)"
143	pop-songs	Light It Up	Major Lazer Featuring Nyla & Fuse ODG	11.0	36.0	2016-06-18	"Stand up like a soldier baby
Yeah, I know you're built like that
Gun it like a holster baby
Show dem' seh' you wicked like that

We live where the war is raging
Chasing our crazy dreams
Hoping that the bridge won't cave in
Tonight we'll let it all go free

Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it up, hot step in a dance
Gimme the ting and make me rock-rock-rock-rock

Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it Up hot step in a dance
Gimme the ting and make me light it up
...


(1409614428508)"
144	pop-songs	Work	Rihanna Featuring Drake	20.0	39.0	2016-06-18	"Work, work, work, work
he see me doing
work, work, work, work
he see me do me
dur, dur, dur, dur
so let me put in
work, work, work, work
why you all can
learn, learn, learn
me need care for him
nah, tur, tur, tur
Dry! ...Me a desert him
Nuh time to have you lurking
Him ah go act like he nuh like it

You know I dealt with you the nicest
Nuh body touch me you nuh righteous
Nuh badda, text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration

You mistaken my love I brought for you for foundation
Work, work, work
he said me haffi
work, work, work,
he said me haffi
work, work, work.

How many more shots until your rollin
work, work,
yeah,
work, work,
...


(1409614428508)"
145	pop-songs	No	Meghan Trainor	15.0	40.0	2016-06-18	"I think it's so cute and I think it's so sweet!
How you let your friends encourage you to try and talk to me
But let me stop you there
Oh, before you speak...

Nah to the ah to the, no, no, no!

My name is no
My sign is no
My number is no
You need to let it go
You need to let it go
Need to let it go
Nah to the ah to the, no, no, no!
My name is no
My sign is no
My number is no
You need to let it go
You need to let it go
Need to let it go
Nah to the ah to the, no, no, no!

First you gonna say you ain't runnin' game, thinkin' I'm believing every word
Call me beautiful, so original, telling me I'm not like other girls
I was in my zone before you came along, now I'm thinking maybe you should go
Blah, blah, blah, blah
I be like nah to the I, to the I, to the no, no, no!

All my ladies listen up
If that boy ain't giving up
Lick your lips and swing your hips
Girl all you gotta say is...

My name is no
My sign is no
My number is no
You need to let it go
You need to let it go
Need to let it go
Nah to the ah to the, no, no, no!
My name is no
...


(1409614428508)"
146	pop-songs	Me, Myself & I	G-Eazy x Bebe Rexha	21.0	13.0	2016-06-11	"Oh, it's just me, myself and I
Solo ride until I die
Cause I, got me for life
yeah
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

And as far as I can see, I just need privacy
Plus a whole lot of tree, fuck all this modesty
I just need space to do me
Give the world what they're tryna see
A Stella Maxwell right beside of me
A Ferrari, I'm buyin' three
A closet of Saint Laurent, get what I want when I want
Cause this hunger is driving me, yeah
I just need to be alone, I just need to be at home
Understand what I'm speaking on
If time is money I need a loan
But regardless I'll always keep keepin' on
Fuck fake friends
We don't take L's, we just make M's
While y'all follow, we just make trends
I'm right back to work when that break ends

Oh, it's just me, myself and I
Solo ride until I die
Cause I, got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

I don't need anything to get me through the night
Except the beat that's in my heart
And it's keeping me alive
(Keeps me alive)
...


(1409614428508)"
147	pop-songs	Army	Ellie Goulding	6.0	33.0	2016-06-11	"I know that I've been messed up
You never let me give up
All the nights and the fights
And the blood and the breakups
You're always there to call up

I'm a pain, I'm a child, I'm afraid
But yeah, you understand
Yeah, like no one can
I know that we don't look like much

But no one fucks it up like us
Sixteen and you never even judged me
Matter of fact I always thought you were too cool for me
Sitting there in the caravan
All the nights we've been drunk on the floor

But yeah, you understand
Yeah, like no one can
We both know what they say about us
But they don't stand a chance because

When I'm with you
When I'm with you
I'm standing with an army
I'm standing with an army
When I'm with you

...


(1409614428508)"
148	pop-songs	If It Ain't Love	Jason Derulo	10.0	35.0	2016-06-11	"Could use a little love
Why can't you get enough!
Could use, could use a little love
Why can't you get enough!
Could use a...

Short day's long nights tangled up with you
I don't wannna move

Your eyes don't lie and if I needed proof
That body tell the truth
Your body is a blessing
Don't know if I deserve it

Before round two I got a question for you babe
If it aint love, why does it feel so good?
Why does it feel so good?
If it aint love, why does it feel so good?
Why does it feel so good?
If it aint love,
Why does it feel so good?
If it aint love,
Why does it feel so good?

...


(1409614428508)"
149	pop-songs	My House	Flo Rida	29.0	14.0	2016-06-04	"Open up the champagne, pop!
It's my house, come on, turn it up

Hear a knock on the door and the night begins
Cause we done this before so you come on in
Make yourself at my home, tell me where you been
Pour yourself something cold, baby, cheers to this

Sometimes you gotta stay in
And you know where I live
Yeah, you know what we is
Sometimes you gotta stay in, in

Welcome to my house
Baby take control now
We can't even slow down
We don't like to go out
Welcome to my house
Play that music too loud
Show me what you do now
We don't like to go out
Welcome to my house
...


(1409614428508)"
150	pop-songs	Love Yourself	Justin Bieber	26.0	15.0	2016-06-04	"For all the times that you rain on my parade
And all the clubs you get in using my name
You think you broke my heart, oh girl for goodness sake
You think I'm crying on my own, well I ain't

And I didn't wanna write a song
Cause I didn't want anyone thinking I still care
I don't but, you still hit my phone up
And baby I be movin' on
And I think you should be somethin'
I don't wanna hold back, maybe you should know that

My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
But now I know, I'm better sleeping on my own

Cause if you like the way you look that much
Oh, baby, you should go and love yourself
...


(1409614428508)"
151	pop-songs	Once In A While	Timeflies	2.0	39.0	2016-06-04	"I thought I would know better
That's wishful thinking
Thought there'd be no pressure
That's wishful drinking
Is anything forever, or just a feeling?
What have I been so afraid of?
I don't know

From Berlin to New York, then off to the West
In Cali, no Khaled, but fuck, we the best
My stripes, they American, let me express
And I keep it as live as a Total Request
And they ask me these questions
Like, ""How do you do it?
Press and the road and the music""
Truth is, I'am always up, I'm always down
Worry 'bout everyone else

But once in a while, I catch myself
Once in a while, I ask myself
What am I doing?
Once in a while, I need your help
But once in a while I feel like
I just wanna dance
...


(1409614428508)"
152	pop-songs	Stressed Out	twenty one pilots	27.0	15.0	2016-05-28	"I wish I found some better sounds no one's ever heard
I wish I had a better voice that sang some better words
I wish I found some chords in an order that is new
I wish I didn't have to rhyme every time I sang
I was told when I get older, all my fears would shrink
But now I'm insecure, and I care what people think

My name's Blurryface and I care what you think
My name's Blurryface and I care what you think

Wish we could turn back time to the good old days
When our momma sang us to sleep but now we're stressed out
Wish we could turn back time to the good old days
When our momma sang us to sleep but now we're stressed out
We're stressed out

...


(1409614428508)"
153	pop-songs	Hands To Myself	Selena Gomez	20.0	24.0	2016-05-28	"Can't keep my hands to myself
No matter how hard I'm trying to
I want you all to myself
Your metaphorical gin and juice

So come on, give me a taste
Of what it's like to be next to you
Won't let one drop go to waste
Your metaphorical gin and juice

Oh, cause all of the downs and the uppers
Keep making love to each other
And I'm trying, trying, I'm trying, trying
All of the downs and the uppers
Keep making love to each other
And I'm trying, trying, I'm trying
But I...

Can't keep my hands to myself
My hands to myself
...


(1409614428508)"
154	pop-songs	Kiss It Better	Rihanna	7.0	35.0	2016-05-28	"Kiss it, kiss it better, baby
Kiss it, kiss it better, baby

Been waiting on that sunshine
Boy, I think I need that back
Can't do it like that
No one else gonna get it like that
So I argue, you yell, had to take me back
Who cares when it feels like crack?
Boy you know that you always do it right
Man, fuck your pride, just take it on back, boy
Take it on back boy, take it back all night
Just take it on back, take it on back
Mmm, do what you gotta do, keep me up all night
Hurting bad man, and it hurts inside when I look you in your eye

What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby
What are you willing to do?
Oh, tell me what you're willing to do?
Kiss it, kiss it better, baby

...


(1409614428508)"
155	pop-songs	Team	Iggy Azalea	9.0	39.0	2016-05-28	"Turn me up, break the knob right
I get dressed like it's prom night
I feed them lemons in the limelight
They say I'm full, lost my appetite?!
(Hell nah) Keep on pushing like a dealer
(Hell nah) Keep on shooting, Reggie Miller
(Hell nah) Go and give 'em all the finger
You gotta set the score right, call it Hans Zimmer
My time wherever I go
I took a chance like I'm from Chicago
100+ in that Murcielago
Bout to go ape, hey! Turn it to the congo

Baby I got me
Baby I got me
And that's all I need
Yeah that's all I need
Baby I got me
Only friend I need
Playing on my team
Is someone like...

Me, baby, no way
Watch me while I do my thing
Oh, baby, no way
Are you fucking with the team?

Outchea, pronto
...


(1409614428508)"
156	pop-songs	Cake By The Ocean	DNCE	32.0	12.0	2016-05-21	"Oh, no
See you walking round like it's a funeral
Not so serious, girl; why those feet cold?
We just getting started; don't you tiptoe, tiptoe, ah

Waste time with a masterpiece, don't waste time with a masterpiece
You should be rolling with me, you should be rolling with me, ah
You're a real-life fantasy, you're a real-life fantasy

But you're moving so carefully; let's start living dangerously
Talk to me, baby
I'm going blind from this sweet sweet craving, whoa-oh
Let's lose our minds and go fucking crazy
I-I-I-I-I-I keep on hoping we'll eat cake by the ocean

Walk for me, baby
I'll be Diddy, you be Naomi - whoa oh

Let's lose our minds and go fucking crazy
I-I-I-I-I-I keep on hoping we'll eat cake by the ocean
...


(1409614428508)"
157	pop-songs	Oui	Jeremih	5.0	38.0	2016-05-21	"Ahh ahh ahh ahh ahh
Ahh ahh ahh ahh ahh
Ahh ahh ahh ahh ahh.

I think about all the time
Think you may need all of mine
Hate to say you know that love is blind
I'm 'bout to see, I'll close my eyes
(Truth is) They can't see you in here though
Most of them need dollar signs to make
Every day your birthday

And every night your Valentine…
If we tried that we could be
Somewhere the climate is warm, long as you around me
I swear that everything will be just fine
I wish that we could take some time
Go anywhere, baby I don't mind
Grown man, in my suit and tie
Hey, there's no we without you and I
Oh, yea, ah yea, ah ah yea
...


(1409614428508)"
158	pop-songs	Might Not	Belly Featuring The Weeknd	1.0	40.0	2016-05-21	"Everybody 'round me sayin' I should relax cause
I've been goin' hard 'til my eyes roll back but
All I wanna do is forget about my past and
Smoke a little weed, really nothin' too drastic
Any time you see me in a picture and I'm smilin'
Probably cause I'm faded or I'm chillin' with the fans and
Not really the type to let a nigga talk back but
Imma let it slide cause my niggas too violent
Shoutout to the ones who spend money like a habit
Even if they had a million dollars, they'd be trappin'
Got a couple girls shootin' movies on the mattress
Then I hit the booth, make the motherfuckin' soundtrack
Then I play it back on the eighty-inch plasma
Then I get 'em faded off that super fantastic
Roll that grandmaster, smell it through the plastic
Nobody can handle me, I'm gone when the shit's too strong
The night's too long

I took too much and I've gone too far
And I might not make it
I might not make it
...


(1409614428508)"
159	pop-songs	Youth	Troye Sivan	16.0	38.0	2016-05-14	"What if...
What if we run away?
What if...
What if we left today?
What if we said goodbye to safe and sound?
What if...
What if we're hard to find?
What if...
What if we lost our minds?
What if we left them fall behind
And they're never found?

And when the lights start flashing like a photo booth
And the stars exploding
We'll be fireproof

My youth
My youth is yours
Tripping on skies, sipping waterfalls
My youth
My youth is yours
Runaway now and forevermore
My youth
My youth is yours
A truth so loud you can't ignore
My youth, my youth, my youth
My youth is yours

...


(1409614428508)"
160	pop-songs	Company	Justin Bieber	9.0	25.0	2016-05-07	"Can we, we keep
Keep each other company?
Maybe we, can be
Be each other's company
Oh company

Let's set each other's lonely nights
Be each other's paradise
Need a picture for my frame
Someone to share my reign
Tell me what you wanna drink
Tell you what I got in mind
Oh I don't know your name
But I feel like that's gonna change

You ain't gotta be my lover
For me to call you baby
Never been about no pressure
Ain't that serious

Can we, we keep
Keep each other company?
...


(1409614428508)"
161	pop-songs	Pity Party	Melanie Martinez	1.0	40.0	2016-05-07	"Did my invitations disappear?
Why'd I put my heart on every cursive letter?
Tell me why the hell no one is here
Tell me what to do to make it all feel better
Maybe it's a cruel joke on me
Whatever, whatever
Just means there's way more cake for me
Forever, forever

It's my party and I'll cry if I want to
Cry if I want to (cry, cry, cry)
I'll cry until the candles burn down this place
I'll cry until my pity party's in flames
It's my party and I'll cry if I want to
Cry if I want to (cry, cry, cry)
I'll cry until the candles burn down this place
I'll cry until my pity party's in flames

Maybe if I knew all of them well
I wouldn't have been trapped inside this hell that holds me
...


(1409614428508)"
162	pop-songs	Make Me Like You	Gwen Stefani	9.0	31.0	2016-04-30	"Ah, ah ah ah ah, ah
I was fine before I met you
I was broken but fine
I was lost and uncertain
But my heart was still mine
I was free before I met you
I was broken but free
All alone in a clear view
But now you are all I see

Hey, wait a minute
No, you can't do this to me
Hey, wait a minute
No, that's not fair
Hey, wait a minute
You're on me like jewelry
I really like it
But I'm so scared

Ooh, why'd you have to go and make me like you?
This is a feeling I'm not used to
Ooh, why'd you have to go and make me like you?
I'm so mad at you
Cause now you got me missing you
Ah, ah ah ah ah, ah
Cause now you got me missing you

Something I could get used to
...


(1409614428508)"
163	pop-songs	Sugar	Robin Schulz Featuring Francesco Yates	20.0	32.0	2016-04-30	"She got cherry lips
Angel eyes
She knows exactly how to tantalize
She's out to get you, danger by design
Cold blooded vixen, she don't compromise
She's optimistic of the coded lights
So far from typical, but take my advice
Before you play with fire, do things twice
And if you get burned, don't be surprised

Got me tripping higher than the ceiling
Ooh baby it's the ultimate feeling
You got me lifted feeling so gifted
Sugar how you get so fly

Sugar how you get so fly
Sugar how you get so fly
Sugar how you get so fly
...


(1409614428508)"
164	pop-songs	New Romantics	Taylor Swift	9.0	33.0	2016-04-30	"We're all bored
We're also tired of everything
We wait for trains that just aren't coming
We show off our different scarlet letters
Trust me mine is better
We're so young that we're on the road to ruin
We play dumb
But we know exactly what we're doing
We cry tears
Of mascara in the bathroom
Honey life is just a classroom

'Cause baby I could build a castle

Out of all the brick they threw at me
And every day it's like a battle
But every night with us is like a dream
Baby, we're the New Romantics
Come on, come on along with me
Heart break is the national anthem
We sing it proudly
We are too busy dancing
To get knocked off our feet
Baby, we're the New Romantics

...


(1409614428508)"
165	pop-songs	Victorious	Panic! At The Disco	7.0	36.0	2016-04-30	"Tonight we are victorious
Champagne pouring over us
All my friends were glorious
Tonight we are victorious

Oh oh oh oh victorious
Oh oh oh oh

Double bubble disco queen
Headed to the guillotine
Skin as cool as Steve McQueen
Let me be your killer king
It hurts until it stops
We will love until it's not
I'm a killing spree in white
Eyes like broken Christmas lights

My touch is black and poisonous
And nothing like my punch drunk kiss
I know you need it
Do you feel it
Drink the water
Drink the wine

...


(1409614428508)"
166	pop-songs	Rock Bottom	Hailee Steinfeld Featuring DNCE	7.0	38.0	2016-04-30	"What are we fighting for?
Seems like we do it just for fun
In this, this stupid war
We play hard with our plastic guns
Breathe deep, bottle it up
So deep until it's all we got
Don't speak, just use your touch
Don't speak before we say too much

You hate me now and I feel the same way
You love me now and I feel the same way
We scream and we shout
And make up the same day, same day
Oh, we're on the right side of rock bottom
And I hope that we keep falling

We're on the good side of bad karma
'Cause we keep on coming back for more
We're on the right side of rock bottom
Into you, I just keep crawling
You're the best kind of bad something
...


(1409614428508)"
167	pop-songs	Sound Of Your Heart	Shawn Hook	13.0	32.0	2016-04-23	"You were my courage
My sword and shield
Grace under pressure
My wall of steel
I was a stone
Weighing us down
You were the angel I chained to the ground
I miss the way you undress
I miss your hair on my chest

Can't stop this bleeding
Can't stop believing
I'm missing the sound of your heart beating

Baby I'm in love with you
Oh, and I'm missing the sound of your heart beating
Baby you were mine to lose
Oh, and I'm missing the sound of your heart beating

You showed me heaven
You rang a bell
...


(1409614428508)"
168	pop-songs	Colors	Halsey	3.0	39.0	2016-04-23	"Your little brother never tells you but he loves you so
You said your mother only smiled on her TV show
You're only happy when your sorry head is filled with dope
I hope you make it to the day you're 28 years old

You're dripping like a saturated sunrise
You're spilling like an overflowing sink
You're ripped at every edge but you're a masterpiece
And now you're tearing through the pages and the ink

(Mmmm)
Everything is blue
His pills, his hands, his jeans
And now I'm covered in the colors
Pulled apart at the seams
And it's blue
And it's blue

Everything is grey
His hair, his smoke, his dreams
And now he's so devoid of color
He don't know what it means
And he's blue
And he's blue
...


(1409614428508)"
169	pop-songs	Over And Over Again	Nathan Sykes Featuring Ariana Grande	8.0	29.0	2016-04-16	"Over And Over Again""

From the way you smile
To the way you look
You capture me
Unlike no other

From the first hello
Yeah, that's all it took
And suddenly
We had each other

And I won't leave you
Always be true
One plus one, two for life
Over and over again

So don't ever think I need more
I've got the one to live for
No one else will do
And I'm telling you
Just put your heart in my hands

I promise it won't get broken
We'll never forget this moment
It will stay brand new
'Cause I'll love you
...


(1409614428508)"
170	pop-songs	Die A Happy Man	Nelly	7.0	34.0	2016-04-16	"Oh baby girl, last night
Hands down
One of the best nights
That I've had no doubt
Between that bottle of wine
And that look in your eyes and the Marvin Gaye
Well then we danced in the dark under September stars
In the pouring rain

And I know (and I know) that I can't (that I can't)
Ever tell you know enough
All I need (all I need) in this life (in this life)
Is your crazy love

If I never get to see the Northern Lights
If I never get to see the Eiffel Tower at night
Oh, if all I've got is your hand in my hand
Maybe I can die a happy man
Oh yeah I could, baby
Die a happy man, baby
...


(1409614428508)"
171	pop-songs	Light It Up	Major Lazer Featuring Nyla	2.0	37.0	2016-04-16	"Stand up like a solider baby
Yeah
I know you built like that
Gun it like holster baby

Show dem say you wicked like that
We live where the war is raging
Chasing our crazy dreams
Hoping that the bridge won't cave in

Tonight we let it all go free
Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it up, hot step in a dance

Gimme the ting and make me rock
Gimme the ting and make me rock in a dance
Gimme the ting and make me rock in a dance
Mash it up, hot step in a dance
...


(1409614428508)"
172	pop-songs	Something In The Way You Move	Ellie Goulding	13.0	39.0	2016-04-16	"It's the strangest feeling
Feeling this way for you
There's something in the way you move
Something in the way you move
With you I'm never healing
It's heartache through and through
There's something in the way you move
I don't know what it is you do
Not one bone in your body good enough for me
But this heart is open, bloodstain on my sleeve
When our eyes meet, I can only see the end
But tonight I'm here yours again

But tonight I'm gonna lose it all
Playing with fire
I was the first to fall
Heart is sinking like a cannonball
Baby, kill it, what you waiting for?

Something in the way you move
It's something in the way you do it
Something in the way you move
Ooh Ooh
Something in the way you move
It's something in the way you do it
Something in the way you move
Ooh Ooh
...


(1409614428508)"
